fold,epoch,train_loss,train_acc,val_loss,val_acc
5,1,0.5736373426971175,0.7184300341296929,0.5108275620833688,0.7763975155279503
5,2,0.48126007245262326,0.7525597269624573,0.3928930881600943,0.8198757763975155
5,3,0.4266699094821162,0.8208191126279863,0.2973235268030107,0.9006211180124224
5,4,0.393774711027894,0.8481228668941979,0.689876473468283,0.6770186335403726
5,5,0.3481817501803714,0.8515358361774744,0.31000207188706963,0.8757763975155279
5,6,0.3064759143536001,0.8737201365187713,0.30131719664016865,0.8695652173913043
5,7,0.2770714805089573,0.8805460750853242,0.2757800262166847,0.8881987577639752
5,8,0.2957902042125272,0.8754266211604096,0.2621446050101926,0.8881987577639752
5,9,0.25932197776263893,0.8907849829351536,0.26479270776606495,0.8819875776397516
5,10,0.2535859063115136,0.8993174061433447,0.20103224353020235,0.906832298136646
5,11,0.21730684801783579,0.909556313993174,0.26145380846461896,0.8757763975155279
5,12,0.23780903911834692,0.9078498293515358,0.2364702750437008,0.8881987577639752
5,13,0.21192620954009048,0.9010238907849829,0.31063170073935703,0.8819875776397516
5,14,0.19881307285393465,0.9215017064846417,0.2364645960353176,0.8881987577639752
5,15,0.17097168207270294,0.9334470989761092,0.2310281233017489,0.8944099378881988
