fold,epoch,train_loss,train_acc,val_loss,val_acc
2,1,0.5704633962729937,0.7195325542570952,0.5613792780283335,0.7162162162162162
2,2,0.5032464636984174,0.7395659432387313,0.5579243044595461,0.7297297297297297
2,3,0.47704324579000074,0.7679465776293823,0.4607883707897083,0.8040540540540541
2,4,0.407191849361875,0.8247078464106845,0.37987768005680395,0.8175675675675675
2,5,0.385798587449803,0.8414023372287145,0.3647859346222233,0.8648648648648649
2,6,0.3716855514825684,0.8330550918196995,0.31900735884099396,0.8986486486486487
2,7,0.33136450438348203,0.8614357262103506,0.3568296182799984,0.8445945945945946
2,8,0.3285546937152022,0.8697829716193656,0.2733720404070777,0.8918918918918919
2,9,0.29689529247096863,0.8848080133555927,0.2881037627120276,0.8581081081081081
2,10,0.3215478953216629,0.8614357262103506,0.329244040154122,0.8581081081081081
2,11,0.3344319657560979,0.8647746243739566,0.22645320441271807,0.8918918918918919
2,12,0.2720591332359187,0.8948247078464107,0.39256271639385737,0.831081081081081
2,13,0.25490852871999914,0.8981636060100167,0.27494867427929026,0.8716216216216216
2,14,0.2650381483398813,0.8964941569282137,0.28306522240509857,0.8851351351351351
2,15,0.1980913253081263,0.9232053422370617,0.2606636116633544,0.8851351351351351
