fold,epoch,train_loss,train_acc,val_loss,val_acc
4,1,0.5453507047881565,0.7352445193929174,0.550521174034515,0.7272727272727273
4,2,0.43821479116282214,0.7723440134907251,0.4987673991686338,0.7662337662337663
4,3,0.350785752774089,0.8566610455311973,0.5108570479727411,0.7987012987012987
4,4,0.31566012227314116,0.8650927487352446,0.4624907800129482,0.8181818181818182
4,5,0.30273380106657394,0.8684654300168634,0.4579505765592897,0.8376623376623377
4,6,0.29237984203769624,0.8752107925801011,0.5207730249151007,0.7727272727272727
4,7,0.2733770025922315,0.8903878583473862,0.45752305024630063,0.8051948051948052
4,8,0.24171652329510823,0.9005059021922428,0.4873247893599721,0.8051948051948052
4,9,0.2405110904177365,0.9139966273187183,0.5041566773668512,0.7792207792207793
4,10,0.2322611698211747,0.9139966273187183,0.5028890317136591,0.8051948051948052
4,11,0.2081268327232155,0.9156829679595279,0.4467658361831269,0.8051948051948052
4,12,0.19425707854468746,0.9224283305227656,0.47480314041112925,0.8051948051948052
4,13,0.1786557897347423,0.924114671163575,0.46177450557807825,0.8181818181818182
4,14,0.17721363505062726,0.924114671163575,0.5695693756078745,0.7597402597402597
4,15,0.14107371472186625,0.9426644182124789,0.5830571585661405,0.7792207792207793
