accuracy,auroc,pr_auc,f1,sensitivity,specificity,tn,fp,fn,tp,fold,best_epoch,best_val_loss,n_val_images
0.9487179487179487,0.985797827903091,0.9708943620276684,0.8974358974358975,0.8333333333333334,0.9912280701754386,113,1,7,35,1,3,0.14190060396989188,156
0.9459459459459459,0.9818059299191375,0.9664306515867945,0.9047619047619048,0.9047619047619048,0.9622641509433962,102,4,4,38,2,4,0.1695305939663101,148
0.9921875,0.9997029997029997,0.9992887624466572,0.9866666666666666,1.0,0.989010989010989,90,1,0,37,3,13,0.02882817666977644,128
0.9675324675324676,0.9713010204081632,0.9605437290496713,0.9382716049382716,0.9047619047619048,0.9910714285714286,111,1,4,38,4,12,0.1545916290639283,154
0.9813664596273292,0.9991111111111111,0.9968670000532746,0.9600000000000001,1.0,0.976,122,3,0,36,5,13,0.0437738238052922,161
