Feature,AUROC,Sensitivity (R+),Specificity (R-),Accuracy,PR-AUC,F1
CNN (ROI Masked),0.988 ± 0.012,0.929 ± 0.071,0.982 ± 0.013,0.967 ± 0.020,0.979 ± 0.018,0.937 ± 0.037
