fold,epoch,train_loss,train_acc,val_loss,val_acc
1,1,0.4488725388917423,0.754653130287648,0.323907827719664,0.8333333333333334
1,2,0.17743549701425226,0.9441624365482234,0.23199486273985642,0.9166666666666666
1,3,0.1358628578597519,0.9560067681895094,0.14190060396989188,0.9487179487179487
1,4,0.11907468480885332,0.9627749576988156,0.21090998710730138,0.9294871794871795
1,5,0.10447328039736514,0.961082910321489,0.21331333349912596,0.9230769230769231
1,6,0.08313407430775123,0.9763113367174281,0.20074668717690003,0.9423076923076923
1,7,0.08617437145532489,0.961082910321489,0.38256816222117496,0.8782051282051282
1,8,0.07325604237464782,0.9780033840947546,0.1725300466402983,0.9423076923076923
1,9,0.07100302968079669,0.9746192893401016,0.18574317602010873,0.9358974358974359
1,10,0.06704359172564472,0.9746192893401016,0.18530813126991957,0.9358974358974359
1,11,0.05995063540130198,0.9796954314720813,0.2076446024271158,0.9294871794871795
1,12,0.06834154927633489,0.9780033840947546,0.20491733841406992,0.9294871794871795
1,13,0.05545730753951468,0.9780033840947546,0.18937835402977773,0.9358974358974359
1,14,0.062118735189617386,0.9712351945854484,0.23630376580433968,0.9294871794871795
1,15,0.05202930568766271,0.9780033840947546,0.238685409228007,0.9294871794871795
