fold,epoch,train_loss,train_acc,val_loss,val_acc
2,1,0.4133339059074255,0.7896494156928213,0.4411054656312272,0.9391891891891891
2,2,0.17245888219950395,0.9532554257095158,0.20878788345568888,0.9324324324324325
2,3,0.1308506201790997,0.9616026711185309,0.22726296230747894,0.9121621621621622
2,4,0.11869214962738782,0.9582637729549248,0.1695305939663101,0.9459459459459459
2,5,0.08740652600716868,0.9699499165275459,0.18362834465664787,0.918918918918919
2,6,0.10169994185067627,0.9632721202003339,0.22491810994373784,0.8986486486486487
2,7,0.0961938060879185,0.9616026711185309,0.1809502707139866,0.9324324324324325
2,8,0.09544417505869285,0.9682804674457429,0.1702743183972465,0.918918918918919
2,9,0.07349903166032892,0.9749582637729549,0.18754828290862813,0.918918918918919
2,10,0.047311530176795805,0.9816360601001669,0.1933734373164338,0.9324324324324325
2,11,0.07334207081529802,0.9732888146911519,0.20997954567743315,0.918918918918919
2,12,0.05689678176652908,0.9849749582637729,0.20531597325729356,0.9324324324324325
2,13,0.057763007999660575,0.9849749582637729,0.222001486734764,0.918918918918919
2,14,0.05297751915959862,0.9799666110183639,0.19091435234893012,0.918918918918919
2,15,0.0632921966501762,0.986644407345576,0.20999854103334853,0.9121621621621622
