fold,epoch,train_loss,train_acc,val_loss,val_acc
3,1,0.47400890774603616,0.7512116316639742,0.3118765326216817,0.8046875
3,2,0.16966515731349321,0.9515347334410339,0.31987205520272255,0.7578125
3,3,0.14727414922972296,0.9499192245557351,0.2462092526257038,0.8515625
3,4,0.13638644610563225,0.9305331179321487,0.48563569970428944,0.7734375
3,5,0.13932240595484396,0.9515347334410339,0.5082561820745468,0.7890625
3,6,0.11301548602074529,0.9579967689822294,0.07443509437143803,0.984375
3,7,0.13265392003108495,0.9547657512116317,0.07017364352941513,0.984375
3,8,0.10725436528455556,0.9596122778675282,0.2500478895381093,0.8515625
3,9,0.10654308976716872,0.9563812600969306,0.4326727408915758,0.8125
3,10,0.09513326907629728,0.9693053311793215,0.09919467195868492,0.9609375
3,11,0.07761292037988902,0.9644588045234249,0.03344383602961898,0.9921875
3,12,0.07902051702815804,0.9773828756058158,0.04567107371985912,0.9765625
3,13,0.06680555080751224,0.9709208400646203,0.02882817666977644,0.9921875
3,14,0.06269929509892795,0.9789983844911146,0.047934794798493385,0.9921875
3,15,0.06487813304059556,0.9773828756058158,0.037448606453835964,0.9921875
