Model,Accuracy_mean,Accuracy_std,AUROC_mean,AUROC_std,PRAUC_mean,PRAUC_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Include_Quality_Score,Image_Size,Accuracy,AUROC,PR-AUC,Sensitivity (R+),Specificity (R-)
Raw ROI + RF,0.8122410167926472,0.01582327254112437,0.8323654838884164,0.036371608793750836,0.9143122507343635,0.016362891402374805,0.9621115881139716,0.030260222396889233,0.406027456027456,0.06546124841847889,False,64,0.812 ± 0.016,0.832 ± 0.036,0.914 ± 0.016,0.962 ± 0.030,0.406 ± 0.065
