Model,Accuracy,AUROC,PR-AUC,Sensitivity (R+),Specificity (R-)
Raw ROI + RF,0.812 ± 0.016,0.832 ± 0.036,0.914 ± 0.016,0.962 ± 0.030,0.406 ± 0.065
