Feature_Set,Feature_Name,Importance_mean,Importance_std
Vessel Only,vessel_pi_H0_px15,0.013247087111091727,0.0018441935195645613
Vessel Only,vessel_betti_curve_H1_bin7,0.012933594095474024,0.0012207528484126195
Vessel Only,vessel_pi_H0_px5,0.012845574010720026,0.0009012572738329535
Vessel Only,vessel_pi_H1_px0,0.012578842663719109,0.0022161540927617125
Vessel Only,vessel_betti_curve_H1_bin6,0.012239743648594582,0.0017592646758129622
Vessel Only,vessel_pi_H1_px21,0.01220841567249042,0.0020439265445756924
Vessel Only,vessel_pi_H0_px10,0.012158723477858582,0.0018053573882620916
Vessel Only,vessel_pi_H1_px11,0.010470465127869439,0.0007953819669809138
Vessel Only,vessel_pi_H1_px16,0.01017593288085916,0.0006620894098725475
Vessel Only,vessel_betti_curve_H1_bin5,0.010047757430470153,0.0012196746109414635
Vessel Only,vessel_betti_curve_H1_bin4,0.009755359357609213,0.0005227375628040058
Vessel Only,vessel_pi_H0_px6,0.009405871512615634,0.0007374686042966092
Vessel Only,vessel_pi_H1_px10,0.009364555112249368,0.0007255486728300966
Vessel Only,vessel_pi_H0_px18,0.009168796564072853,0.000592968627262341
Vessel Only,vessel_pi_H0_px12,0.00896730878731423,0.0011111034270599922
Vessel Only,vessel_pi_H1_px15,0.008648118856045174,0.00047980424261871214
Vessel Only,vessel_betti_curve_H0_bin2,0.008620754864281505,0.0010554953468266551
Vessel Only,vessel_betti_curve_H0_bin1,0.008473034513158041,0.0012626991367106102
Vessel Only,vessel_betti_curve_H1_bin3,0.008429291633375493,0.001207697424810585
Vessel Only,vessel_pi_H1_px5,0.00809054238940889,0.0017133890832022804
Vessel Only,vessel_pi_H1_px6,0.007509808570389846,0.0011327520330843915
Vessel Only,vessel_betti_curve_H1_bin1,0.006578194194459705,0.0006378917505635303
Vessel Only,vessel_betti_curve_H1_bin2,0.0065711641867526645,0.0013300658051177943
Vessel Only,vessel_pi_H1_px1,0.0055295505708752345,0.0006482480991519829
Vessel Only,vessel_pi_H1_px7,0.004237367636388501,0.0006288470499060702
Vessel Only,vessel_pi_H1_px2,0.0036528408264198536,0.0010508817359309239
Vessel Only,vessel_pi_H1_px13,0.0033133576238876224,0.0007668996634167137
Vessel Only,vessel_pi_H0_px1,0.0020580335427552994,0.00030780293824834895
Vessel Only,vessel_betti_curve_H1_bin0,0.001640331233493255,0.000314710611636883
Vessel Only,vessel_pi_H0_px7,0.0013044012939625743,0.0004164486540111349
Vessel Only,vessel_betti_curve_H0_bin0,0.0010773641746614714,0.00011941130068539718
Vessel Only,vessel_pi_H0_px13,0.0005344330349973596,0.0003016982034401412
Vessel Only,vessel_pi_H1_px8,0.00043615841434674313,9.338210958491737e-05
Vessel Only,vessel_pi_H0_px2,0.0002616377199187132,0.00011244168681586102
Vessel Only,vessel_pi_H1_px19,5.4220276168403256e-05,3.291530667816599e-05
Vessel Only,vessel_pi_H1_px3,1.9341316061271417e-05,2.4658799631718357e-05
Vessel Only,vessel_pi_H1_px14,1.1441331352896711e-05,2.2882662705793422e-05
Vessel Only,vessel_betti_curve_H0_bin9,0.0,0.0
Vessel Only,vessel_pi_H0_px8,0.0,0.0
Vessel Only,vessel_pi_H0_px3,0.0,0.0
Vessel Only,vessel_betti_curve_H1_bin9,0.0,0.0
Vessel Only,vessel_pi_H0_px19,0.0,0.0
Vessel Only,vessel_pi_H0_px4,0.0,0.0
Vessel Only,vessel_pi_H0_px14,0.0,0.0
Vessel Only,vessel_pi_H1_px9,0.0,0.0
Vessel Only,vessel_pi_H0_px9,0.0,0.0
Vessel Only,vessel_pi_H1_px4,0.0,0.0
Texture Only,texture_amp_wasserstein_H1,0.06819868528680302,0.0073945141958640164
Texture Only,texture_pi_H0_px10,0.051493954197653846,0.0040396408635378685
