fold,epoch,train_loss,train_acc,val_loss,val_acc
5,1,0.46981496056192157,0.7440273037542662,0.23584722732164845,0.8198757763975155
5,2,0.25202335941099874,0.9215017064846417,0.27635384050215256,0.8260869565217391
5,3,0.1491247821383102,0.9573378839590444,0.16384839423880074,0.9440993788819876
5,4,0.1556532300067843,0.9351535836177475,0.18635916173087885,0.906832298136646
5,5,0.12229499409019744,0.9709897610921502,0.06589231901564953,0.9813664596273292
5,6,0.12174819631076103,0.9539249146757679,0.07060789147981945,0.9751552795031055
5,7,0.0850897998940009,0.9726962457337884,0.07338701771653217,0.9813664596273292
5,8,0.11281613174050334,0.9573378839590444,0.22121680523297801,0.8944099378881988
5,9,0.08478792704031532,0.9709897610921502,0.05603515113825384,0.9875776397515528
5,10,0.056799841758639336,0.9744027303754266,0.06184225933198233,0.9813664596273292
5,11,0.0673272938311812,0.9761092150170648,0.06561195940033805,0.968944099378882
5,12,0.06730492530015549,0.9726962457337884,0.058694376951511605,0.9875776397515528
5,13,0.0447093121605725,0.984641638225256,0.063667231499686,0.9751552795031055
5,14,0.04338579470730377,0.9863481228668942,0.056799946676777756,0.968944099378882
5,15,0.039398293624355527,0.9863481228668942,0.05476815197963892,0.9751552795031055
