fold,epoch,train_loss,train_acc,val_loss,val_acc
1,1,0.46803264967882896,0.7478849407783418,0.35257120774342465,0.8461538461538461
1,2,0.20976307352787346,0.9407783417935702,0.14983013425117883,0.9487179487179487
1,3,0.12750326976961693,0.9593908629441624,0.2469025498781449,0.8846153846153846
1,4,0.09643134129329785,0.9712351945854484,0.15451935086494836,0.9423076923076923
1,5,0.08256291161888546,0.9746192893401016,0.20204003919393587,0.9294871794871795
1,6,0.08754393447020332,0.9695431472081218,0.22720062350615478,0.9230769230769231
1,7,0.05546838375416706,0.9864636209813875,0.20727029977700648,0.9423076923076923
1,8,0.05715200065614659,0.9763113367174281,0.2836133684867468,0.9038461538461539
1,9,0.04477961964955689,0.9847715736040609,0.22440787920585045,0.9294871794871795
1,10,0.04153987688411109,0.988155668358714,0.27848514685264003,0.9230769230769231
1,11,0.05327944883638631,0.988155668358714,0.24802826459591204,0.9294871794871795
1,12,0.03639537014237364,0.9864636209813875,0.2616640833707956,0.9230769230769231
1,13,0.052422045806482714,0.9830795262267343,0.25491664042839635,0.9294871794871795
1,14,0.026108067333004904,0.9932318104906938,0.2235173002267495,0.9358974358974359
1,15,0.028378052526672075,0.9949238578680203,0.2619598034100655,0.9294871794871795
