metric,mean,std
n_val_images,149.4,12.837445228704969
accuracy,0.9702783311478964,0.02016678467116284
auroc,0.993155444879044,0.0061970580783175695
pr_auc,0.983337671393363,0.013172418907867748
f1,0.9429034548596793,0.039008002418180754
sensitivity,0.942063492063492,0.06602106140662037
specificity,0.98064237953374,0.01462759722547281
tn,107.4,11.545561917897285
fp,2.2,1.6431676725154984
fn,2.4,2.792848008753788
tp,37.4,2.6076809620810595
