fold,epoch,train_loss,train_acc,val_loss,val_acc
4,1,0.4349117146374604,0.7858347386172007,0.46696949005126953,0.9090909090909091
4,2,0.17696343927721148,0.9308600337268128,0.1686285093620226,0.9675324675324676
4,3,0.1147453392939061,0.9612141652613828,0.21556912227110428,0.9415584415584416
4,4,0.08564499271860815,0.96964586846543,0.2268287849116635,0.935064935064935
4,5,0.08983947788985544,0.9662731871838112,0.14671777208130082,0.9545454545454546
4,6,0.11171114577913364,0.9460370994940978,0.22459581533035675,0.922077922077922
4,7,0.07843971302698274,0.9763912310286678,0.162465479805485,0.9415584415584416
4,8,0.060802024416939604,0.9763912310286678,0.2016738329034347,0.961038961038961
4,9,0.0796507618203131,0.9679595278246206,0.1782875947363965,0.961038961038961
4,10,0.06996909462380368,0.9763912310286678,0.21371620894687904,0.9415584415584416
4,11,0.04788451753619549,0.9831365935919055,0.18117276158232193,0.9415584415584416
4,12,0.03824463225335737,0.9915682967959528,0.17767102424926184,0.935064935064935
4,13,0.04184469581906751,0.9865092748735245,0.17378373950864975,0.948051948051948
4,14,0.034568287846812915,0.9932546374367622,0.17229509456446032,0.9415584415584416
4,15,0.023127016503030895,0.9949409780775716,0.17681653221295057,0.9415584415584416
