fold,epoch,train_loss,train_acc,val_loss,val_acc
2,1,0.4539602292399972,0.7445742904841403,0.3421084236454319,0.7567567567567568
2,2,0.18424844051492034,0.9465776293823038,0.14007548575063009,0.9324324324324325
2,3,0.11591404126661647,0.9599332220367279,0.2659419436712523,0.8918918918918919
2,4,0.13231013618247936,0.9599332220367279,0.3615443480981363,0.8040540540540541
2,5,0.11283515883805557,0.9515859766277128,0.0898622121359851,0.972972972972973
2,6,0.10316048466751293,0.9649415692821369,0.09234354093771528,0.9662162162162162
2,7,0.07542087637721398,0.9682804674457429,0.10470312300163347,0.9459459459459459
2,8,0.09442589251644823,0.9599332220367279,0.1477550586333146,0.9256756756756757
2,9,0.07318809670854814,0.9799666110183639,0.10875195677618722,0.9391891891891891
2,10,0.07024973072578045,0.9799666110183639,0.12150168781344955,0.9256756756756757
2,11,0.051899681903285054,0.9833055091819699,0.09440832071610399,0.9594594594594594
2,12,0.06178494369360822,0.9782971619365609,0.1278999641229323,0.9391891891891891
2,13,0.05221572417597938,0.986644407345576,0.13106682276309192,0.9391891891891891
2,14,0.036278402687008424,0.988313856427379,0.14951809417972392,0.9391891891891891
2,15,0.052536333909566094,0.9849749582637729,0.11212258422243837,0.9527027027027027
