metric,mean,std
accuracy,0.9702783311478964,0.02016678467116284
auroc,0.993155444879044,0.0061970580783175695
sensitivity,0.942063492063492,0.06602106140662037
specificity,0.98064237953374,0.01462759722547281
f1,0.9429034548596793,0.039008002418180754
tn,107.4,11.545561917897285
fp,2.2,1.6431676725154984
fn,2.4,2.792848008753788
tp,37.4,2.6076809620810595
best_epoch,7.8,5.449770637375485
best_val_loss,0.09243888232300283,0.05649532011455041
n_val_images,149.4,12.837445228704969
